,id,titre,objet,adrs_numvoie,adrs_typevoie,adrs_libvoie,adrs_codepostal,adrs_libcommune,siteweb,adrs,dept,region,social_object1_libelle,social_object2_libelle,longitude,latitude
785,W802009656,ASSOCIATION DES ETUDIANTS CAMEROUNAIS DE LA SOMME,promotion dela culture camerounaise et africaine dans le department de la somme,,,,80000,Amiens,,80000 Amiens,Somme,Hauts-de-France,ÉDUCATION  FORMATION,AUTRES,2.3036387,49.8906921
786,W802009667,CULTURES SANS FRONTIERE,favoriser des echanges culturels entre amiens et le cameroun afinde pouvoir contribuer a l education populaire par l organisation de manifestations diverses,,,,80000,Amiens,,80000 Amiens,Somme,Hauts-de-France,ACTION SOCIOCULTURELLE,AUTRES,2.3036387,49.8906921
787,W802017439,"""""""ECHANGES FRANCE - CAMEROUN, HAUTS DE FRANCE"""", HAUTS DE FRANCE""","favoriser les cultures et de développer les relations entre la france et le cameroun, c'est à dire : répondre aux besoins des populations des zones rurales qui font appel à nous pour réaliser leur projet de développement durable, par une aide technique et/ou financière ; développer les relations de partenariat entre la france et le cameroun, à travers des échanges de formateurs, d'étudiants ; former et suivre ces populations pour les rendre acteur de leur développement",2,IMP,Montallier,80136,Rivery,,2 IMP Montallier 80136 Rivery,Somme,Hauts-de-France,REPRÉSENTATION/ PROMOTION ET DÉFENSE D'INTÉRÊTS ÉCONOMIQUES,AUTRES,2.3240754,49.9031486
788,W804003810,ASSOCIATION FRANCO-CAMEROUNAISE : « LABO'SCIENCES »,"contribuer d'une part à l'amélioration des travaux pratiques par l'équipement des laboratoires dans les établissements d'enseignement secondaires, en portant un accent particulier sur l'importance et la valorisation des disciplines scientifiques au cameroun et d'autre part l'amélioration de la qualité des soins de santé dans ce pays en développement",26,RUE,de Millencourt,80300,Albert,,26 RUE de Millencourt 80300 Albert,Somme,Hauts-de-France,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,AUTRES,2.6376923,50.0037163
789,W451000658,AMITIE MONTARGIS CAMEROUN,cettea association sert de plate forme entre l'agglomeration montargoise montargis et le cameroun. elle accompagne dan le cadr de la cooperation decentralisee les actions d'echange culturels scientifique technique agricole de la promotion de l'except,,,Mairie,45200,Montargis,,Mairie 45200 Montargis,Loiret,Centre-Val de Loire,DÉFENSE DE DROITS FONDAMENTAUX/ ACTIVITÉS CIVIQUES,ACTION SOCIOCULTURELLE,2.7676927,47.9743556
790,W451001768,SOLIDARITE FRANCO CAMEROUNAISE DU GIENNOIS,"accueillir suivre et intégrer les nouveaux membres désireux de suivre leurs études leur formation et/ou leur carrière professionnelles dans le giennois ; développer et cultiver des rapports d'entraide de respect et d'esprit de solidarité entre les membres ; promouvoir la culture camerounaise et l'échange avec les autres cultures ; lutter contre la pauvreté au cameroun, et aider les personnes les plus démunies à devenir autonomes socialement et économiquement en initiant des projets dans divers domaines",9,RUE,Jean Moulin,45500,Gien,,9 RUE Jean Moulin 45500 Gien,Loiret,Centre-Val de Loire,AMICALES/ GROUPEMENTS AFFINITAIRES/ GROUPEMENTS D'ENTRAIDE (HORS DÉFENSE DE DROITS FONDAMENTAUX),AUTRES,2.642296,47.6849217
791,W451003027,LE CERCLE CULTUREL CAMEROUNAIS (AMICALE DES SYMPATHISANTS ET DES AMIS DU CAMEROUN),association culturelle d'echange de reflexion de partage et de solidarite qui reunit tout les camerounais leurs amis ainsi que les sympatisants du cameroun autour d'un cercle dynamique pour la promotion et le developpement du cameroun.,30,RUE,STJust,45120,Châlette-sur-Loing,,30 RUE STJust 45120 Châlette-sur-Loing,Loiret,Centre-Val de Loire,DÉFENSE DE DROITS FONDAMENTAUX/ ACTIVITÉS CIVIQUES,AUTRES,2.7320234,48.0144639
792,W452002055,ASSOCIATION DES CAMEROUNAIS D'ORLEANS,o,,,,45000,Orléans,,45000 Orléans,Loiret,Centre-Val de Loire,ACTION SOCIOCULTURELLE,AUTRES,1.9086066,47.9027336
793,W452004266,ASSOCIATION D'AIDE AU DEVELOPPEMENT TECHNOLOGIQUE AU CAMEROUN,equiper le lycee technique de mbouda comme lycee pilote ou le transfert de technologie est suivi d'une adaptation du programme aux besoins locaux par divers moyens,,,,45750,Saint-Pryvé-Saint-Mesmin,,45750 Saint-Pryvé-Saint-Mesmin,Loiret,Centre-Val de Loire,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,AUTRES,1.869824,47.8803102
794,W452004432,ASSOCIATION DZEUGUEM SOLIDARITE,"aider les camerounais pour l'amélioration des conditions de vie en milieu rural à l'ouest cameroun ; aider à la construction des logements pour sans abris et contribuer à l'amélioration des conditions de vie des enfants défavorisés ; promouvoir la culture, venir en aide aux habitants du village baham dans le domaine de la santé, de l'éducation, envoi des machines agricoles et médicales et créer une coopérative",69,RUE,des Anguignis,45650,Saint-Jean-le-Blanc,,69 RUE des Anguignis 45650 Saint-Jean-le-Blanc,Loiret,Centre-Val de Loire,SERVICES ET ÉTABLISSEMENTS MÉDICO-SOCIAUX,AUTRES,1.91309868548387,47.884967
795,W452008769,MINTUMBA,"accueil et encadrement de jeunes camerounais, creation de sites onternet pour les petites et moyennes entreprises, et promulgation de la culture camerounaise",5,RUE,clement V,45000,Orléans,,5 RUE clement V 45000 Orléans,Loiret,Centre-Val de Loire,INTERVENTIONS SOCIALES,AUTRES,1.9071726,47.9105713
796,W452008984,ASSOCIATION DES CAMEROUNAIS DE FRANCE (ACF),"mobiliser les camerounais de toutes les sensibilités pour appuyer le développement du cameroun et de la france hôte avec les moyens d'actions suivants : conférences, ateliers-réflexions, expositions, voyages d'échanges d'expériences, publications, rencontres sportives, concerts de musiques et autres, etc",6,RUE,Alain Fournier,45400,Fleury-les-Aubrais,,6 RUE Alain Fournier 45400 Fleury-les-Aubrais,Loiret,Centre-Val de Loire,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,AUTRES,1.9287780043221003,47.9343399
797,W452009254,UN ESPOIR POUR LES ENFANTS D'EBOJE,"venir en aide materiellement, sanitairement et moralement aux malades du sida, aux orphelins provoques par cette maladie de la region d'eboje(cameroun)",10,ALL,DE REUILLY,45430,Chécy,,10 ALL DE REUILLY 45430 Chécy,Loiret,Centre-Val de Loire,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,AUTRES,2.0390726,47.8946878
798,W452009487,EDUCAM,mettre en oeuvre tous les moyens pour permettre une meilleure insertion des jeunes filles camerounaises dans les structure de formation participer aux frais de scolarisation des jeunes en difficulte financieres.,571,RUE,DE LATINGY,45430,Mardié,,571 RUE DE LATINGY 45430 Mardié,Loiret,Centre-Val de Loire,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,AUTRES,2.064603,47.8839976
799,W452010966,ASSOCIATION DIASPORA SOLIDARITE DEVELOPPEMENT FRANCE (ADSDF),"développement de la solidarité au sein de la diaspora par la création d'une caisse de secours, d'une assistance mutuelle physique en toute circonstance ; création d'un fonds d'investissement pour la réalisation des projets par la diaspora (aussi bien en france qu'en afrique en général et au cameroun en particulier) ; développement en europe de la culture camerounaise ; développement des liens d'amitié entre la france et l'afrique en général et le cameroun en particulier ; soutien des oeuvres humanitaires en afrique",2,PL,du Val,45100,Orléans,,2 PL du Val 45100 Orléans,Loiret,Centre-Val de Loire,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,AUTRES,1.9351117,47.8380758
800,W452011416,ASSOCIATION DES SOEURS UNIES DE L'OUEST CAMEROUN,rassemblement et entraide entre les femmes et amies de l'ouest cameroun,4,ALL,Christine de Pisan,45100,Orléans,,4 ALL Christine de Pisan 45100 Orléans,Loiret,Centre-Val de Loire,AMICALES/ GROUPEMENTS AFFINITAIRES/ GROUPEMENTS D'ENTRAIDE (HORS DÉFENSE DE DROITS FONDAMENTAUX),AUTRES,1.926975,47.8339479
801,W452012220,EGLISE PRESBYTERIENNE REFORMEE DU CAMEROUN EN FRANCE CHAPELLE D'ORLEANS,"proclamation et annonce de l'évangile ; enseignement et cure d'âmes ; coordination et supervision des activités des groupes adhérents ; organisation des grandes cérémonies religieuses ; mener des actions en relation avec l'exercice du culte telles que : acquisition, location, construction, aménagement et entretien des édifices servant au culte, ainsi qu'entretien des ministres du culte et autres personnels ecclésiastiques",18,RUE,Piégrouille,45100,Orléans,,18 RUE Piégrouille 45100 Orléans,Loiret,Centre-Val de Loire,ACTIVITÉS RELIGIEUSES/ SPIRITUELLES OU PHILOSOPHIQUES,AUTRES,1.9086066,47.9027336
802,W452013455,ASSOCIATION POUR LA PROMOTION DU DÉVELOPPEMENT ÉCONOMIQUE DU CAMEROUN ET LA COOPÉRATION DÉCENTRALISÉE ENTRE LES COLLECTIVITÉS TERRITORIALES DU CAMEROUN ET LES COLLECTIVITÉS TERRITORIALES DE FRANCE (DECD CAMER),collecte de fonds pour des actions de développement économique et de coopération en faveur du cameroun,144,RUE,du Faubourg Bannier,45000,Orléans,,144 RUE du Faubourg Bannier 45000 Orléans,Loiret,Centre-Val de Loire,REPRÉSENTATION/ PROMOTION ET DÉFENSE D'INTÉRÊTS ÉCONOMIQUES,AUTRES,1.9014306,47.9077669
803,W452013519,MAMESSI,"promouvoir la culture en général et notamment la culture européenne et française d'une part, africaine et camerounaise d'autre part, mais également développer des actions de solidarité et d'aide aux populations locales",26,ALL,du Clos Feuri,45000,Orléans,,26 ALL du Clos Feuri 45000 Orléans,Loiret,Centre-Val de Loire,CULTURE/ PRATIQUES D'ACTIVITÉS ARTISTIQUES/ PRATIQUES CULTURELLES,AUTRES,1.9086066,47.9027336
804,W452013967,RASSEMBLEMENT DES CAMEROUNAIS DE FRANCE NORD (RCFN),"l'association regroupe des personnes qui s'engagent à entreprendre en commun des actions : en faveur de l'insertion citoyenne et sociale des couches défavorisées et des migrants dans la société française ; de promotion de l'émergence du cameroun en 2035 ; promotion des énergies renouvelables ; promotion et valorisation de l'image de marque du cameroun ; développement des liens d'amitié entre la france et le cameroun ; promotion de l'attractivité économique, culturelle, sociale du cameroun ; humanitaires et sociales pour le cameroun ; trouver les moyens de financements pour les objectifs de l'association",2,PL,du Val,45100,Orléans,,2 PL du Val 45100 Orléans,Loiret,Centre-Val de Loire,INTERVENTIONS SOCIALES,AMICALES/ GROUPEMENTS AFFINITAIRES/ GROUPEMENTS D'ENTRAIDE (HORS DÉFENSE DE DROITS FONDAMENTAUX),1.9351117,47.8380758
805,W452017659,ASSOCIATION DES RESSORTISSANTS DE L'OUEST CAMEROUN (AROC 45),"promotion du bien-être social et culturel, désir de partager une histoire commune, la volonté de trouver des solutions face aux difficultés d'intégration et la réussite en france ; concourir aux solutions et aux besoins existentiels des familles respectives des camerounais",5,AV,François Rabelais,45800,Saint-Jean-de-Braye,,5 AV François Rabelais 45800 Saint-Jean-de-Braye,Loiret,Centre-Val de Loire,AMICALES/ GROUPEMENTS AFFINITAIRES/ GROUPEMENTS D'ENTRAIDE (HORS DÉFENSE DE DROITS FONDAMENTAUX),AUTRES,1.9527047,47.9068034
806,W453001866,SAINT-THOMAS DIASPORA,"entraide, solidarité et promotion des camerounais résidents en europe, participation aux projets du groupe et/ou personnel des membres et pour le développement du quartier saint-thomas à douala au cameroun",1,PL,Joachim du Bellay,45300,Pithiviers,,1 PL Joachim du Bellay 45300 Pithiviers,Loiret,Centre-Val de Loire,AMICALES/ GROUPEMENTS AFFINITAIRES/ GROUPEMENTS D'ENTRAIDE (HORS DÉFENSE DE DROITS FONDAMENTAUX),AUTRES,2.2511158,48.1803388
807,W641003935,ON HEM LE CAMEROUN,"apporter information, aide et soutien aux malades en oncologie et hématologie du cameroun ainsi qu'à leurs proches ; aider à la formation des médecins et du personnel soignant camerounais en proposant des immersions dans les différents services d'oncologie et d'hématologie de france ; faciliter le diagnostic et permettre une meilleure prise en charge des malades que ce soit au cameroun ou en crance ; représenter le lien entre les instances médicales françaises et camerounaises afin d'offrir aux malades une prise en charge plus adaptée et améliorer leur qualité de vie ; permettre achat et don de matériel médical, médicaments et dispositifs médicaux ; permettre l'accueil des patients chez des membres de l'association ou des personnes sympathisantes au cameroun ou en france",108,CHEM1,de landagaraya,64990,Mouguerre,,108 CHEM1 de landagaraya 64990 Mouguerre,Pyrénées-Atlantiques,Nouvelle-Aquitaine,SANTÉ,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,-1.4149834,43.4694806
808,W641005526,L'ECHANGE,"apporter son aide au développement des pays du tiers monde, notamment au cameroun",17,ALL,du Petit Jeanguinan,64100,Bayonne,,17 ALL du Petit Jeanguinan 64100 Bayonne,Pyrénées-Atlantiques,Nouvelle-Aquitaine,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,AUTRES,-1.4398807,43.4996208
809,W641011986,YESOUIKAMP,"soutenir,promouvoir,aider à la scolarisation,d'initier en france et dans le monde,en partenariat étroit avec les populations concernées,toutes actions de développement économique et ou social concernant notament les domaines de l'éducation,la santé,l'aide au développement personnel,l'aide à la production de denrée alimentaires; ces actions mises en place sans limitation,sans distinction de race,de couleur,de religion,d'opinion politique ou autres,doivent permettre à terme aux enfants concernés de prendre ou reprendre en main leur avenir; les projets yesouikamp pourront concerner tout ou en partie de ces différents domaine; l'association se réserve par ailleurs,le droit d'intervenir ponctuellement pour et par tout autre forme d'aide aux populations en difficulté; l'association à pour but premier de scolariser les enfants orphelins au cameroun ou issu d'une famille qui ne peut assurer la scolarisation ni le suivi de ces enfants",58,AV,Edouard VII,64200,Biarritz,,58 AV Edouard VII 64200 Biarritz,Pyrénées-Atlantiques,Nouvelle-Aquitaine,AMICALES/ GROUPEMENTS AFFINITAIRES/ GROUPEMENTS D'ENTRAIDE (HORS DÉFENSE DE DROITS FONDAMENTAUX),ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,-1.5568936,43.4845262
810,W643004214,64-CAMEROUN,prévention auprès des jeunes de la région du nord et de l'extrême nord du cameroun par la mise en place d'actions d'information et d'éducation sur le sida ; mise en place d'actions sanitaires et psychosociales auprès des orphelins et des enfants vulnérables (oev) du sida de cette même région,,RTE,de Salies,64270,Carresse-Cassaber,,RTE de Salies 64270 Carresse-Cassaber,Pyrénées-Atlantiques,Nouvelle-Aquitaine,SANTÉ,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,-0.971361,43.472444
811,W643004259,ETUDIANTS CAMEROUNAIS DU BEARN ET AMIS,"défense des intérêts académiques et sociaux de ses membres ; rapprochement, dialogue et solidarité entre ses membres afin de participer au développement et à la promotion intellectuels et culturels du cameroun",29,RUE,Emile Guichenné,64000,Pau,,29 RUE Emile Guichenné 64000 Pau,Pyrénées-Atlantiques,Nouvelle-Aquitaine,AMICALES/ GROUPEMENTS AFFINITAIRES/ GROUPEMENTS D'ENTRAIDE (HORS DÉFENSE DE DROITS FONDAMENTAUX),AUTRES,-0.3636886,43.2993476
812,W643004918,MIENDA YA ENDENGUE-DJOUM - SIGLE: MYED,"favoriser le developpement des localites camerounaises, promouvoir l'integration de ses membres en france",1,RUE,Roland Garros,92500,Rueil-Malmaison,,1 RUE Roland Garros 92500 Rueil-Malmaison,Hauts-de-Seine,Île-de-France,AMICALES/ GROUPEMENTS AFFINITAIRES/ GROUPEMENTS D'ENTRAIDE (HORS DÉFENSE DE DROITS FONDAMENTAUX),AUTRES,2.1762346,48.8877268
813,W643007860,ASSOCIATION DES ETUDIANTS ET STAGIAIRES CAMEROUNAIS DE LA REGION PALOISE (AESCP),"regrouper des étudiants et stagiaires camerounais de la région paloise, faciliter leur insertion afin de contribuer au bon déroulement de leurs études",7,RUE,Saint John Perse,64000,Pau,,7 RUE Saint John Perse 64000 Pau,Pyrénées-Atlantiques,Nouvelle-Aquitaine,ÉDUCATION  FORMATION,AUTRES,-0.3662073,43.3168081
814,W643011995,TELECONSULTATIONS MEDICALES DU CAMEROUN INTERNATIONAL DITE TELEMEDCAM,"réunir sans discrimination les médecins et professionnels de santé et également toutes les personnes susceptibles de mettre au service de l'association, leur connaissances compétences ou d'être utile à sa mission, faciliter l'accès à des consultations médicales aux populations en détresse, aux populations exclues des soins, aux victimes de catastrophes d'origine naturelle ou humaine, de situations de belligérances ou d'autres formes de violence, d'épidémies, d'endémies ou de pandémies, mobiliser en faveur de ces populations tous les moyens humains et matériels nécessaires pour leur apporter des secours et des soins de qualité dans les délais les plus brefs avec l'efficacité, la compétence et le dévouement requis, rechercher tous les concours nationaux et internationaux propres à permettre à ses membres de remplir leur mission",45 B,AV,du 18ème Régiment d'Infanterie,64000,Pau,,45 B AV du 18ème Régiment d'Infanterie 64000 Pau,Pyrénées-Atlantiques,Nouvelle-Aquitaine,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,AUTRES,-0.3685668,43.2957547
815,W142001789,ECOLE INTERNATIONALE DE FOOTBALL DE DIBOMBARI-ASSOCIATION COMMUNATAIRE,"donner une chance à tous les jeunes footballeurs camerounais et autres africains dès l'âge de 13 ans. venir en aide à ces jeunes défavorisés. lutter contre la non scolarisation des jeunes, la pauvreté et le chômage des jeunes. réaliser le rêve de ces jeunes sportifs, car le centre est ouvert à d'autres sports. mettre tout ce qu'il faut à la disposition de ces jeunes : équipements et installations adaptés aux exigences du football professionnel sur un site de 50 hectares. développer des projet",38,RUE,Commandant le Coutour,14000,Caen,,38 RUE Commandant le Coutour 14000 Caen,Calvados,Normandie,SPORTS/ ACTIVITÉS DE PLEIN AIR,AUTRES,-0.3803272,49.1926868
816,W142003055,ASSOCIATION D'ENTRAIDE SAWA-CAMEROUN A.E.S.C,"rasembler les camerounais ,améliorer les liens amicaux etc...",1110,QUAR,du Grand Parc,14200,Hérouville-Saint-Clair,,1110 QUAR du Grand Parc 14200 Hérouville-Saint-Clair,Calvados,Normandie,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,-0.3353513,49.2031097
817,W142005235,ASSOCIATION POUR LE DEVELOPPEMENT DE KONG KONG CAMEROUN,contribuer au développement de kong kong cameroun,11,RUE,Lemarchand,14550,Blainville-sur-Orne,,11 RUE Lemarchand 14550 Blainville-sur-Orne,Calvados,Normandie,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,-0.29948529999999296,49.226671100000004
818,W142005336,AADDICEFF (ASSOCIATION D'AIDE AU  DEVELOPPEMENT DURABLE INTERACTIF ENTRE LE CAMEROUN ET LA FRANCE ET EN FRANCE),"contribuer à l'aide au développement durable par le recyclage des déchets valorisables, notamment les encombrants par la collecte et la valorisation en créant une ressourcerie ; développer la sensibilisation des usagers et des jeunes par les dons pour la revente des déchets dans le but de sensibiliser et éduquer à la préservation de l'environnement, préserver les ressources et le milieu naturel ; transformer les déchets en ressources, favoriser  les principes du développement durable local et or",,LD,Le Vieux Douet,14110,Proussy,,LD Le Vieux Douet 14110 Proussy,Calvados,Normandie,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,AUTRES,-0.5367267,48.8839241
819,W142008322,ASSOCIATION CAMEROUN 3EME MILLENAIRE,nouer entre les membres des liens profonds d'amitié de faciliter l'intergration socio-culturelle par des manifestations de promouvoir la solidarite la convivialité l'entraide le soutien des populations démunies en afrique .elle organisera aussi des activités à caractères éducatif et sportif.elle est apolitique,1018,QUAR,QUARTIER DU GRAND PARC,14200,Hérouville-Saint-Clair,https://www.facebook.com/cameroun3ememillenaire,1018 QUAR QUARTIER DU GRAND PARC 14200 Hérouville-Saint-Clair,Calvados,Normandie,AMICALES/ GROUPEMENTS AFFINITAIRES/ GROUPEMENTS D'ENTRAIDE (HORS DÉFENSE DE DROITS FONDAMENTAUX),ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,-0.3353513,49.2031097
820,W142008364,AFRICAENFANTS SOURIRES DU CAMEROUN,"créer et développer un réseau de personnes d'activités diverses et variés et élaborer des groupes de bénévoles qui partiront régulièrement et bénévolement apporter des soins médicaux ou paramédicaux, de l'enseignement  et de la formation aux enfants handicapés du cameroun, orphelinat et centre  orthopédique à bamenda, nord ouest du cameroun ; mener des actions pour récolter des fonds qui financeront les voyages des bénévoles",3,RUE,du Coursin,14320,Saint-André-sur-Orne,,3 RUE du Coursin 14320 Saint-André-sur-Orne,Calvados,Normandie,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,SANTÉ,-0.3821866,49.1182058
821,W142009880,ASSOCIATION DES ETUDIANTS CAMEROUNAIS DE CAEN,"rassemblement des camerounais de caen en vue d'un élan de solidarite,promotion de l'image de marque du cameroun dans le département du calvados;intégration de la communaute dans l'environnement local",4,RUE,Guyon de Guercheville,14200,Hérouville-Saint-Clair,,4 RUE Guyon de Guercheville 14200 Hérouville-Saint-Clair,Calvados,Normandie,AMICALES/ GROUPEMENTS AFFINITAIRES/ GROUPEMENTS D'ENTRAIDE (HORS DÉFENSE DE DROITS FONDAMENTAUX),DÉFENSE DE DROITS FONDAMENTAUX/ ACTIVITÉS CIVIQUES,-0.3442750555555598,49.2016385
822,W142012593,ASSOCIATION DES CAMEROUNAIS DE LA DIASPORA DE NORMANDIE CAEN ( A.C.D.N.C ),"promouvoir la culture du cameroun, l'unité nationale, développer un sens de solidarité et d'entraide mutuelle entre les membres, de rassembler tous les camerounais et les sympathisants au sein d'une même association",1018,BD,Du grand parc,14200,Hérouville-Saint-Clair,,1018 BD Du grand parc 14200 Hérouville-Saint-Clair,Calvados,Normandie,AMICALES/ GROUPEMENTS AFFINITAIRES/ GROUPEMENTS D'ENTRAIDE (HORS DÉFENSE DE DROITS FONDAMENTAUX),AUTRES,-0.3400821,49.1974482
823,W173004889,ASSOCIATION ENFANCE CAMEROUN,"contribuer à l'épanouissement des enfants défavorisés du cameroun, améliorer leurs conditions de vie ou de scolarisation et lutter contre l'exploitation des enfants en apportant un soutien matériel, financier, technique ou moral aux familles défavorisées ou à tout organisme ou structure poursuivant le même objet",2 E,RUE,du Moulin Corneau,17540,Saint-Sauveur-d'Aunis,,2 E RUE du Moulin Corneau 17540 Saint-Sauveur-d'Aunis,Charente-Maritime,Nouvelle-Aquitaine,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,INTERVENTIONS SOCIALES,-0.8880271,46.2214746
824,W173005117,AU BONHEUR DE MARCORY SASSANDRA ET EBOLOVA (AUBMSE),"développer les échanges culturels entre la côte d'ivoire le cameroun et la france, et tous objets similaires, connexes ou complémentaires ou susceptibles d'en favoriser la réalisation ou le développement",27,AV,DU GENERAL MANGIN,17000,Rochelle,,27 AV DU GENERAL MANGIN 17000 Rochelle,Charente-Maritime,Nouvelle-Aquitaine,INTERVENTIONS SOCIALES,REPRÉSENTATION/ PROMOTION ET DÉFENSE D'INTÉRÊTS ÉCONOMIQUES,-1.1827506,46.1666846
825,W174002006,ASSOCIATION POUR LA SCOLARISATION D'ENFANTS AU CAMEROUN (A.S.E.C.),"aider à la scolarisation, sur le plan matériel et financier, des enfants qui vivent loin des centres de formation ou qui sont momentanément en orphelinat, et qui doivent être placés en internat pour pouvoir poursuivre leurs études (collège ou lycée)",7,AV,des Lilas - Jarlac,17800,Montils,,7 AV des Lilas - Jarlac 17800 Montils,Charente-Maritime,Nouvelle-Aquitaine,ÉDUCATION  FORMATION,AUTRES,-0.5021414,45.6476009
826,W372004530,AFRIKOM,aider a la realisation des projets du village komalco au cameroun,230,RUE,Jolivet,37000,Tours,,230 RUE Jolivet 37000 Tours,Indre-et-Loire,Centre-Val de Loire,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,AUTRES,0.7068979,47.3839105
827,W372006886,ASSOCIATION DES STAGIAIRES ET ETUDIANTS CAMEROUNAIS DE TOURS (A.S.E.C.A.T.),"promouvoir la solidarite entre les etudiants camerounais d'indre et loire, favoriser l'insertion et l'encadrement des stagiaires camerounais du departement, faire connaitre les specificites socioculturelles du cameroun",5,PL,Plumereau,37000,Tours,,5 PL Plumereau 37000 Tours,Indre-et-Loire,Centre-Val de Loire,ÉDUCATION  FORMATION,DÉFENSE DE DROITS FONDAMENTAUX/ ACTIVITÉS CIVIQUES,0.6818285,47.3946061
828,W372006897,AMITIE FRANCE CAMEROUN,animer l'echange culturel de voyage et de correspondance entre un village camerounais et un village francais,230,RUE,Jolivet,37000,Tours,,230 RUE Jolivet 37000 Tours,Indre-et-Loire,Centre-Val de Loire,CULTURE/ PRATIQUES D'ACTIVITÉS ARTISTIQUES/ PRATIQUES CULTURELLES,ACTION SOCIOCULTURELLE,0.7068979,47.3839105
829,W372007697,SOLEIL CAMEROUNAIS,rassembler des hommes et des femmes pour une meilleure integration et echanger leurs cultures. aider les personnes au niveau local,3,PL,Meffre,37000,Tours,,3 PL Meffre 37000 Tours,Indre-et-Loire,Centre-Val de Loire,AMICALES/ GROUPEMENTS AFFINITAIRES/ GROUPEMENTS D'ENTRAIDE (HORS DÉFENSE DE DROITS FONDAMENTAUX),AUTRES,0.6998193,47.3802328
830,W372010132,CAMEROONIAN STUDENTS ASSOCIATION OF TOURS,"permettre des échanges et ainsi faciliter la rencontre entre jeunes étudiants camerounais ; défendre les intérêts du cameroun, promouvoir la culture camerounaise, initier ou participer à des projets de développement ou d'aides aux populations",7,ALL,Guy Charff,37200,Tours,,7 ALL Guy Charff 37200 Tours,Indre-et-Loire,Centre-Val de Loire,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,ÉDUCATION  FORMATION,0.6821339,47.3655628
